id,name,category,serving_size,calories,protein,carbs,fat,fiber,sugar,sodium,type,goals,allergens,description
1912,Rajma Chawal (North Style) (Hostel Mess Style),North Indian Foods,1 bowl (150 g),99,7.5,8.7,6.4,2.4,5.3,402,Vegetarian,Weight Loss,None,"Rajma Chawal (North Style) (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1913,Dal Bukhara (Hostel Mess Style),North Indian Foods,1 plate (200 g),213,7.1,24.5,10.7,1.6,2.6,213,Vegetarian,General Fitness,None,"Dal Bukhara (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1914,Murgh Musallam (Hostel Mess Style),North Indian Foods,1 bowl (150 g),204,16.4,7.2,18.5,1.7,1.4,494,Vegetarian,Muscle Building,None,"Murgh Musallam (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1915,Tandoori Aloo (Hostel Mess Style),North Indian Foods,1 bowl (150 g),87,6.8,13.6,10.9,2.1,5.5,281,Vegetarian,General Fitness,None,"Tandoori Aloo (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1916,Kachori with Aloo Sabzi (Hostel Mess Style),North Indian Foods,1 plate (200 g),232,4.7,38.8,2.2,3.4,3.0,215,Vegetarian,General Fitness,Gluten,"Kachori with Aloo Sabzi (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1917,Litti Chokha (Hostel Mess Style),North Indian Foods,1 bowl (150 g),289,25.7,5.0,8.1,1.2,1.6,509,Vegetarian,Muscle Building,None,"Litti Chokha (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1918,Bedmi Puri (Hostel Mess Style),North Indian Foods,1 bowl (150 g),120,3.1,21.3,9.9,5.3,4.2,430,Vegetarian,General Fitness,None,"Bedmi Puri (Hostel Mess Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1919,Aloo Tikki Chaat (Hostel Mess Style),North Indian Foods,1 plate (200 g),254,3.4,21.6,3.6,1.3,3.5,171,Vegetarian,General Fitness,None,"Aloo Tikki Chaat (Hostel Mess Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1920,Chaat Papdi (Hostel Mess Style),North Indian Foods,1 bowl (150 g),273,21.3,11.1,10.2,0.6,3.8,321,Vegetarian,Muscle Building,None,"Chaat Papdi (Hostel Mess Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1921,Butter Naan (Street Style),North Indian Foods,1 bowl (150 g),94,7.5,21.4,7.6,4.7,5.7,345,Vegetarian,Weight Loss,Milk; Gluten,"Butter Naan (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1922,Tandoori Roti (Street Style),North Indian Foods,1 plate (200 g),218,5.4,26.4,2.5,3.1,5.2,202,Vegetarian,General Fitness,Gluten,"Tandoori Roti (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1923,Dal Makhani (Street Style),North Indian Foods,1 bowl (150 g),228,18.8,11.0,14.1,1.7,2.1,438,Vegetarian,Muscle Building,None,"Dal Makhani (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1924,Rajma Masala (Street Style),North Indian Foods,1 bowl (150 g),148,5.6,13.8,7.9,3.7,6.9,253,Vegetarian,Weight Loss,None,"Rajma Masala (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1925,Chole Bhature (Street Style),North Indian Foods,1 plate (200 g),256,3.2,29.3,9.5,3.5,1.4,252,Vegetarian,General Fitness,Gluten,"Chole Bhature (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1926,Paneer Butter Masala (Street Style),North Indian Foods,1 bowl (150 g),163,17.9,6.8,10.0,1.5,1.7,396,Vegetarian,Muscle Building,Milk,"Paneer Butter Masala (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1927,Kadhai Paneer (Street Style),North Indian Foods,1 bowl (150 g),129,6.1,17.8,9.3,2.4,6.1,319,Vegetarian,General Fitness,Milk,"Kadhai Paneer (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1928,Aloo Paratha (Street Style),North Indian Foods,1 plate (200 g),170,4.9,19.3,8.1,1.7,5.9,297,Vegetarian,General Fitness,Gluten,"Aloo Paratha (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1929,Lassi (Punjabi) (Street Style),North Indian Foods,1 bowl (150 g),186,16.7,12.3,9.6,1.8,1.1,453,Vegetarian,Muscle Building,Milk,"Lassi (Punjabi) (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1930,Sarson Ka Saag with Makki Roti (Street Style),North Indian Foods,1 bowl (150 g),139,3.9,17.6,6.5,5.2,4.3,434,Vegetarian,Weight Loss,Gluten,"Sarson Ka Saag with Makki Roti (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1931,Amritsari Kulcha (Street Style),North Indian Foods,1 plate (200 g),238,8.5,37.0,6.4,1.9,2.5,102,Vegetarian,General Fitness,None,"Amritsari Kulcha (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1932,Pindi Chole (Street Style),North Indian Foods,1 bowl (150 g),156,24.1,11.6,12.0,1.4,2.8,432,Vegetarian,Muscle Building,None,"Pindi Chole (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1933,Rogan Josh (Street Style),North Indian Foods,1 bowl (150 g),142,5.4,17.8,10.8,2.9,6.9,393,Vegetarian,General Fitness,None,"Rogan Josh (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1934,Malai Kofta (Street Style),North Indian Foods,1 plate (200 g),214,4.3,20.8,2.5,3.7,3.2,196,Vegetarian,General Fitness,None,"Malai Kofta (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1935,Shahi Paneer (Street Style),North Indian Foods,1 bowl (150 g),208,19.5,10.1,17.9,0.5,1.8,356,Vegetarian,Muscle Building,Milk,"Shahi Paneer (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1936,Dum Aloo (Street Style),North Indian Foods,1 bowl (150 g),182,6.0,19.0,4.7,5.2,5.4,313,Vegetarian,General Fitness,None,"Dum Aloo (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1937,Kashmiri Pulao (Street Style),North Indian Foods,1 plate (200 g),171,4.7,35.6,8.3,1.1,1.5,211,Vegetarian,General Fitness,None,"Kashmiri Pulao (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1938,Korma (Street Style),North Indian Foods,1 bowl (150 g),271,18.9,4.3,10.5,1.6,1.6,341,Vegetarian,Muscle Building,None,"Korma (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1939,Paneer Lababdar (Street Style),North Indian Foods,1 bowl (150 g),96,7.4,21.8,10.9,3.2,2.0,336,Vegetarian,General Fitness,Milk,"Paneer Lababdar (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1940,Bhature with Chole (Street Style),North Indian Foods,1 plate (200 g),128,3.3,22.2,7.3,2.5,1.5,127,Vegetarian,Weight Loss,Gluten,"Bhature with Chole (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1941,Stuffed Naan (Street Style),North Indian Foods,1 bowl (150 g),182,24.2,10.5,12.9,1.4,1.5,328,Vegetarian,Muscle Building,Gluten,"Stuffed Naan (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1942,Rajma Chawal (North Style) (Street Style),North Indian Foods,1 bowl (150 g),86,6.0,20.2,4.3,5.1,2.4,305,Vegetarian,Weight Loss,None,"Rajma Chawal (North Style) (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1943,Dal Bukhara (Street Style),North Indian Foods,1 plate (200 g),177,4.1,30.9,5.8,2.4,4.4,222,Vegetarian,Weight Loss,None,"Dal Bukhara (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1944,Murgh Musallam (Street Style),North Indian Foods,1 bowl (150 g),209,25.1,12.3,10.4,0.8,3.4,313,Vegetarian,Muscle Building,None,"Murgh Musallam (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1945,Tandoori Aloo (Street Style),North Indian Foods,1 bowl (150 g),144,4.3,8.3,10.2,3.7,5.5,390,Vegetarian,General Fitness,None,"Tandoori Aloo (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1946,Kachori with Aloo Sabzi (Street Style),North Indian Foods,1 plate (200 g),162,6.8,41.9,4.0,3.5,2.2,242,Vegetarian,Weight Loss,Gluten,"Kachori with Aloo Sabzi (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1947,Litti Chokha (Street Style),North Indian Foods,1 bowl (150 g),170,18.1,11.6,7.1,1.8,1.1,405,Vegetarian,Weight Loss; Muscle Building,None,"Litti Chokha (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1948,Bedmi Puri (Street Style),North Indian Foods,1 bowl (150 g),112,7.2,15.4,6.6,5.3,2.2,329,Vegetarian,Weight Loss,None,"Bedmi Puri (Street Style) – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1949,Aloo Tikki Chaat (Street Style),North Indian Foods,1 plate (200 g),154,5.4,41.2,9.2,3.4,3.6,257,Vegetarian,General Fitness,None,"Aloo Tikki Chaat (Street Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1950,Chaat Papdi (Street Style),North Indian Foods,1 bowl (150 g),170,16.6,9.9,14.9,1.0,1.8,367,Vegetarian,Muscle Building,None,"Chaat Papdi (Street Style) – A flavorful chicken preparation cooked in a spiced gravy or dry masala, popular across Indian cuisine."
1951,Misal Pav,Maharashtrian Foods,1 bowl (150 g),190,3.8,17.8,7.4,3.7,6.5,237,Vegetarian,General Fitness,None,"Misal Pav – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1952,Puran Poli,Maharashtrian Foods,1 plate (200 g),248,8.9,34.4,10.2,3.9,5.2,298,Vegetarian,General Fitness,None,"Puran Poli – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1953,Vada Pav,Maharashtrian Foods,1 serving (100 g),438,8.4,35.2,22.6,2.3,3.3,398,Vegetarian,Weight Gain,None,"Vada Pav – A popular fried/baked snack item, best consumed in moderation as part of a balanced diet."
1954,Sabudana Khichdi,Maharashtrian Foods,1 bowl (150 g),121,5.2,15.6,7.1,2.3,4.3,386,Vegetarian,Weight Loss,None,"Sabudana Khichdi – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1955,Pithla Bhakri,Maharashtrian Foods,1 plate (200 g),199,7.3,39.7,6.5,1.8,3.9,123,Vegetarian,General Fitness,None,"Pithla Bhakri – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1956,Kothimbir Vadi,Maharashtrian Foods,1 serving (100 g),272,8.6,28.0,26.8,1.7,5.6,267,Vegetarian,General Fitness,None,"Kothimbir Vadi – A popular fried/baked snack item, best consumed in moderation as part of a balanced diet."
1957,Thalipeeth,Maharashtrian Foods,1 bowl (150 g),109,7.3,13.9,6.8,5.3,6.6,344,Vegetarian,Weight Loss,None,"Thalipeeth – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1958,Modak,Maharashtrian Foods,1 plate (200 g),152,6.4,33.8,7.0,2.9,2.8,229,Vegetarian,Weight Loss,None,"Modak – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1959,Zunka Bhakar,Maharashtrian Foods,1 serving (100 g),381,11.0,30.1,23.7,1.7,8.4,463,Vegetarian,Weight Gain,None,"Zunka Bhakar – A popular fried/baked snack item, best consumed in moderation as part of a balanced diet."
1960,Bharli Vangi,Maharashtrian Foods,1 bowl (150 g),183,3.0,11.4,8.2,2.9,5.4,251,Vegetarian,General Fitness,None,"Bharli Vangi – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1961,Amti,Maharashtrian Foods,1 plate (200 g),159,6.1,38.0,9.5,3.5,3.1,127,Vegetarian,General Fitness,None,"Amti – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1962,Solkadhi,Maharashtrian Foods,1 serving (100 g),454,9.8,31.4,22.7,1.1,7.0,555,Vegetarian,Weight Gain,None,"Solkadhi – A popular fried/baked snack item, best consumed in moderation as part of a balanced diet."
1963,Bombil Fry,Maharashtrian Foods,1 bowl (150 g),101,6.3,13.1,4.8,3.8,3.8,414,Non-Vegetarian,Weight Loss,Shellfish/Fish,"Bombil Fry – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1964,Kolhapuri Mutton,Maharashtrian Foods,1 plate (200 g),159,5.1,34.9,4.2,3.9,3.1,317,Non-Vegetarian,Weight Loss,None,"Kolhapuri Mutton – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1965,Varan Bhaat,Maharashtrian Foods,1 serving (100 g),394,6.6,42.5,19.9,2.9,6.8,497,Vegetarian,Weight Gain,None,"Varan Bhaat – A popular fried/baked snack item, best consumed in moderation as part of a balanced diet."
1966,Sheera,Maharashtrian Foods,1 bowl (150 g),118,6.8,11.6,9.6,4.8,3.7,241,Vegetarian,General Fitness,None,"Sheera – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1967,Batata Vada,Maharashtrian Foods,1 plate (200 g),162,9.0,38.7,3.5,4.2,3.2,204,Vegetarian,Weight Loss,None,"Batata Vada – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1968,Sabudana Vada,Maharashtrian Foods,1 serving (100 g),361,9.9,30.6,26.8,2.5,5.8,513,Vegetarian,Weight Gain,None,"Sabudana Vada – A popular fried/baked snack item, best consumed in moderation as part of a balanced diet."
1969,Masale Bhaat,Maharashtrian Foods,1 bowl (150 g),180,6.9,14.8,8.7,2.9,2.5,238,Vegetarian,General Fitness,None,"Masale Bhaat – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1970,Mathari,Maharashtrian Foods,1 plate (200 g),159,6.0,34.9,9.2,3.1,5.0,177,Vegetarian,General Fitness,None,"Mathari – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1971,Puri Bhaji (Maharashtrian),Maharashtrian Foods,1 serving (100 g),279,5.4,26.1,24.8,2.4,5.4,505,Vegetarian,General Fitness,None,"Puri Bhaji (Maharashtrian) – A popular fried/baked snack item, best consumed in moderation as part of a balanced diet."
1972,Aluchi Patal Bhaji,Maharashtrian Foods,1 bowl (150 g),145,3.4,17.5,4.1,5.3,2.7,458,Vegetarian,Weight Loss,None,"Aluchi Patal Bhaji – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
1973,Shev Bhaji,Maharashtrian Foods,1 plate (200 g),158,6.6,26.2,8.4,2.5,3.5,235,Vegetarian,General Fitness,None,"Shev Bhaji – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
1974,Khandeshi Bharwa Mirchi,Maharashtrian Foods,1 serving (100 g),442,8.1,30.3,15.8,3.3,8.3,361,Vegetarian,Weight Gain,None,"Khandeshi Bharwa Mirchi – A popular fried/baked snack item, best consumed in moderation as part of a balanced diet."
